"Raison Sociale",SIREN,Année,Note,Structure,"Nom UES","Entreprises UES (SIREN)",Région,Département
"LAFARGEHOLCIM GRANULAT",562110882,2018,54/100,"Unité Economique et Sociale (UES)","UES GRANULAT","CARRIERES DE SAINT LAURENT (378416028), GRANULATS BOURGOGNE AUVERGNE (421197906), GRANULATS NORD EST (414885541), MIDI PYRENEES GRANULATS (560800468), SOCIETE D'EXPLOITATIONDES ETS RAGONNEAU (327080149)",Ile-de-France,Hauts-de-Seine
"TERREAL SAS",562110346,2018,72/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"BOUYGUES IMMOBILIER SAS",562091546,2018,78/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"SAFRAN SA",562082909,2018,87/100,Entreprise,"","",Ile-de-France,Paris
SADE-CGTH,562077503,2018,85/100,Entreprise,"","",Ile-de-France,Paris
"B Braun Medical",562050856,2018,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"société des Autoroutes Esterel Côte d'Azur Provence Alpes (ESCOTA)",562041525,2018,64/85,Entreprise,"","","Provence-Alpes-Côte d'Azur",Alpes-Maritimes
"BAYER S.A.S",562038893,2018,93/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"BAYER SAS",562038893,2018,93/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"SAS PONTICELLI FRERES",562036624,2018,51/100,Entreprise,"","",Ile-de-France,Paris
"Janssen Cilag",562033068,2018,93/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CMA CGM",562024422,2018,77/100,"Unité Economique et Sociale (UES)","UES MARITIME","CMA CGM Antilles Guyane (389578261), CMA CGM Agences France (441213261), CMA Ships (499189017), Traveller's club (394063846), CMA CGM Réunion (449173863), CMA CGM Log France (790991012), CMA CGM Logistics (434517272)","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"Siemens SAS",562016774,2018,92/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"BRISTOL-MYERS SQUIBB",562011742,2018,98/100,"Unité Economique et Sociale (UES)",BMS-UPSA,"UPSA (803247956)",Ile-de-France,Hauts-de-Seine
"Banque Populaire Occitane",560801300,2018,94/100,Entreprise,"","",Occitanie,Haute-Garonne
FITECO,557150067,2018,93/100,Entreprise,"","","Pays de la Loire",Mayenne
"Caisse Fédérale Crédit Mutuel Maine Anjou , Basse Normandie",556650208,2018,58/100,Entreprise,"","","Pays de la Loire",Mayenne
"BANQUE POPULAIRE DU SUD",554200808,2018,72/100,Entreprise,"","",Occitanie,Pyrénées-Orientales
"Banque Populaire Rives de Paris",552313002,2018,78/100,Entreprise,"","",Ile-de-France,Paris
I3F,552141533,2018,84/100,"Unité Economique et Sociale (UES)",3F,"Immobilière Basse Seine (552141541), 3F Centre Val de Loire (967200049), 3F Nord Artois (775630015), Immobilière Rhône-Alpes (398115808), Immobilière Méditerranée (415750868), 3F Occitanie (716820410), 3F Grand Est (498273556), 3F Seine et Marne (784825069), 3F Résidences (495286098)",Ile-de-France,Paris
"RADIALL SA",552124984,2018,84/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"SOCIETE GENERALE",552120222,2018,85/100,Entreprise,"","",Ile-de-France,Paris
"Compagnie IBM France",552118465,2018,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"44 GALERIES LAFAYETTE",552116329,2018,80/100,"Unité Economique et Sociale (UES)","UES GALERIES LAFAYETTE HAUSSMANN","GALERIES LAFAYETTE HAUSSMANN (572062594), GALERIES LAFAYETTE VOYAGES (315710251), GROUPE GALERIES LAFAYETTE SERVICES (612038679), GALFA RESTAURATION (319721601), GALERIES LAFAYETTE L'ACADEMIE (824041529)",Ile-de-France,Paris
COFIROUTE,552115891,2018,94/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Keolis SA",552111809,2018,88/100,Entreprise,"","",Ile-de-France,Paris
"INEO SA",552108797,2018,67/100,"Unité Economique et Sociale (UES)","ENGIE INEO","INEO AQUITAINE (414752519), INEO ATLANTIQUE (414799296), INEO CENTRE (480108034), INEO DEFENSE (323459974), INEO DIGITAL (439795816), INEO ENERGY & SYSTEMS (419173364), INEO HAUTS DE FRANCE (383870797), INEO INDUSTRIE & SERVICES IDF (409880044), INEO INDUSTRIE & TERTIAIRE EST (409868114), INEO INFRACOM (409867942), INEO MPLR (414719534), INEO NORMANDIE (409881083), INEO NUCLEAIRE (409899077), INEO POSTES ET CENTRALES (419212840), INEO PROVENCE COTE D'AZUR (429811284), INEO RESEAUX CENTRE (409851599), INEO RESEAUX EST (381287101), INEO RHONE ALPES AUVERGNE (409899127), INEO RHT (409751278), INEO SCLE FERROVIAIRE (440253169), INEO SYSTRANS (421159153), INEO TERTIAIRE IDF (429425150), INEO UTS (418595450), SCLE SFE (440251130)",Ile-de-France,Hauts-de-Seine
"BNP PARIBAS SECURITIES SERVICES",552108011,2018,87/100,Entreprise,"","",Ile-de-France,Paris
"AIR LIQUIDE SA",552096281,2018,82/100,Entreprise,"","",Ile-de-France,Paris
"BRED Banque Populaire",552091795,2018,65/100,"Unité Economique et Sociale (UES)","Groupe BRED","BIC BRED (552065609), BRED GESTION (343543393), CLICK & TRUST (428786578), COFIBRED (488748195), PROMEPAR GESTION (311888010), SPIG (329971261), BRED COFILEASE (399360320), SOFIAG (448328344), SOFIDER (314539347)",Ile-de-France,Paris
"BOLLORE LOGISTICS",552088536,2018,69/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"APTAR FRANCE SAS",552081739,2018,88/100,Entreprise,"","",Normandie,Eure
"ELECTRICITE DE FRANCE SA",552081317,2018,80/100,Entreprise,"","",Ile-de-France,Paris
"PARFUMS CHRISTIAN DIOR SA",552065187,2018,95/100,Entreprise,"","",Ile-de-France,Paris
"USP NETTOYAGE",552062648,2018,74/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"SKF FRANCE",552048837,2018,81/100,Entreprise,"","",Ile-de-France,Yvelines
"ENGIE ENERGIE SERVICES SA",552046955,2018,74/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
OSICA,552046484,2018,78/100,"Unité Economique et Sociale (UES)","SCIC Habitat social","LA PLAINE NORMANDE (775560816), NOUVEAU LOGIE DE L EST (333613693), SAMO (872802988), NOUVEAU LOGIE AZUR (330861097), SCIC HABITAT BOURGOGNE (15851108), NOUVEAU LOGIE MERIDIONAL (330814559), SCIS HABITAT AUVERGNE ET BOURDONNAIS (936050012), NOUVEAU LOGIE PROVENCAL (330881814), NOUVEAU LOGIE CENTRE LIMOUSIN (333485191), SCIC HABITAT RHONE ALPES (960505527), COLIGNY (781819230), CENTRE D APPELS DE DIJON (499307171)",Ile-de-France,Paris
"REGIE IMMOBILIERE DE LA VILLE DE PARIS",552032708,2018,84/100,Entreprise,"","",Ile-de-France,Paris
"SGS France",552031650,2018,86/100,Entreprise,"","",Ile-de-France,Val-de-Marne
MONOPRIX,552018020,2018,98/100,"Unité Economique et Sociale (UES)","UES MONOPRIX","MONOPRIX EXPLOIT (552083297), AUX GALERIES DE LA CROISETTE (695721902), SMC ET COMPAGNIE (322983024), SOCIETE L.R.M.D (775705601)",Ile-de-France,Hauts-de-Seine
"LIEBHERR TOULOUSE AEROPSACE SAS",552016834,2018,72/85,Entreprise,"","",Occitanie,Haute-Garonne
"Aéroports de Paris",552016628,2018,89/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
SELECTA,552014201,2018,73/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
SAMADA,552011983,2018,84/100,Entreprise,"","",Ile-de-France,Essonne
SICF,552001406,2018,84/100,"Unité Economique et Sociale (UES)","ICF Habitat","ICF LA SABLIERE SA D'HLM (552022105), ICF SUD EST MEDITERRANEE SA D'HLM (775690944), ICF NORD-EST SA D'HLM (304747835), ICF ATLANTIQUE SA D'HLM (775690886)",Ile-de-France,Paris
"BANQUE POPULAIRE VAL DE FRANCE",549800373,2018,73/100,Entreprise,"","",Ile-de-France,Yvelines
"SOCOMEC SAS",548500149,2018,71/100,Entreprise,"","","Grand Est",Bas-Rhin
"SODEBO SAS",547350249,2018,94/100,"Unité Economique et Sociale (UES)","UES SODEBO","PSV (313414062), INBO (349198952), KIMARMOR (333362531), GOODWICH (437911183), SOBOX (512482928), SOFRESH (750711491)","Pays de la Loire",Vendée
Charal,546950379,2018,84/100,Entreprise,"","","Pays de la Loire",Maine-et-Loire
"ARRIVE SAS",546650367,2018,89/100,Entreprise,"","","Pays de la Loire",Vendée
"DACHSER FRANCE",546650334,2018,87/100,Entreprise,"","","Pays de la Loire",Vendée
"BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE",542820352,2018,81/100,Entreprise,"","",Bourgogne-Franche-Comté,"Côte-d'or"
"ALLIANZ IARD",542110291,2018,85/100,"Unité Economique et Sociale (UES)","UES ALLIANZ FRANCE","ALLIANZ VIE (340234962), ALLIANZ FRANCE (303265128), ALLIANZ AFRICA (382231801), PROTEXIA FRANCE (382276624), ALLIANZ INFORMATIQUE (723000642)",Ile-de-France,Hauts-de-Seine
"OTIS SCS",542107800,2018,78/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"ENGIE SA",542107651,2018,79/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"BANQUE PALATINE",542104245,2018,96/100,"Unité Economique et Sociale (UES)","BANQUE PALATINE","PALATINE ASSET MANAGEMENT (950340885)",Ile-de-France,Paris
"BNP PARIBAS PERSONAL FINANCE",542097902,2018,87/100,"Unité Economique et Sociale (UES)","BNP PARIBAS PF - NEULLY CONTENTIEUX - COFICABAIL","NEUILLY CONTENTIEUX (340103167), COFICABAIL (399181924)",Ile-de-France,Hauts-de-Seine
"CA CONSUMER FINANCE",542097522,2018,93/100,Entreprise,"","",Ile-de-France,Essonne
"Lagardère Travel Retail France SNC",542095336,2018,86/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Fromageries Bel",542088067,2018,79/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Darty Ile-de-France",542086616,2018,73/100,"Unité Economique et Sociale (UES)","Darty Ile-de-France","Siège A2i Darty (492660261)",Ile-de-France,Seine-Saint-Denis
"3M France",542078555,2018,78/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"Omnium de Gestion et de Financement",542076799,2018,84/100,Entreprise,"","",Ile-de-France,Paris
"GORON SAS",542074976,2018,64/85,Entreprise,"","",Ile-de-France,Paris
"BASF FRANCE SAS",542069158,2018,85/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"PSA AUTOMOBILES SA",542065479,2018,89/100,Entreprise,"","",Ile-de-France,Yvelines
"Chanel SAS",542052766,2018,80/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Total SA",542051180,2018,85/100,"Unité Economique et Sociale (UES)","Amont-Global services-Holding","Elf Exploration Production (409160017), Total Global Information Technology Services (531680437), Total Global Procurement (539072819), Total Learning Solutions (538613860), Total Global Human Resources Services (539082784), Total consulting (538612482), Total Facilities Management Services (539082388), Total Global Financial Services (539082735)",Ile-de-France,Hauts-de-Seine
NATIXIS,542044524,2018,81/100,Entreprise,"","",Ile-de-France,Paris
"LE JOINT FRANCAIS SNC",542035753,2018,89/100,Entreprise,"","",Ile-de-France,Paris
"Total Marketing Services",542034921,2018,81/100,"Unité Economique et Sociale (UES)","Marketing & Services","Total Marketing France (531680445), Total Additifs et carburants spéciaux (956501100), Total Lubrifiants (552006454), Total Fluides (342241908), Total Global Human Ressources Services (539082784), Total Learning Solutions (538613860), Total Facilities Management Services (539082388), Total Consulting (538612482)",Ile-de-France,Hauts-de-Seine
"TOTAL MARKETING  SERVICES",542034921,2018,86/100,"Unité Economique et Sociale (UES)","UES MARKETING & ERVICES","TOTAL FLUIDES (342241908), TOTAL MARKETING FRANCE (531680445), TOTAL ADDITIFS ET CARBURANTS SPECIAUX (956501100), TOTAL LUBRIFIANTS (552006454)",Ile-de-France,Hauts-de-Seine
"Credit Foncier de France",542029848,2018,72/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"ISS PROPRETE",542016951,2018,83/100,Entreprise,"","",Ile-de-France,Paris
CIC,542016381,2018,77/100,Entreprise,"","",Ile-de-France,Paris
"Caisse Régionale du Crédit Mutuel Ile de France",692043714,2018,93/100,"Unité Economique et Sociale (UES)","Crédit Mutuel Ile de France","Fédération Crédit Mutuel Ile de France (784393464)",Ile-de-France,Paris
"NESTLE FRANCE SAS",542014428,2018,92/100,Entreprise,"","",Ile-de-France,Seine-et-Marne
"ESSO Société Anonyme Française",542010053,2018,79/100,"Unité Economique et Sociale (UES)",ESAF/ERSAS/EMCF,"ESSO RAFFINAGE (379914237), EXXON MOBIL CHEMICAL FRANCE (352170013)",Ile-de-France,Hauts-de-Seine
"ESSO SOCIETE ANONYME FRANCAISE",542010053,2018,79/100,"Unité Economique et Sociale (UES)",ESAF-ERSAS-EMCF,"ESSO RAFFINAGE (379914237), EXXONMOBIL CHEMICAL FRANCE (352170013)",Ile-de-France,Hauts-de-Seine
"SPIE FACILITIES",538700022,2018,94/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"KEM ONE",538695040,2018,73/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"HARMONIE MUTUELLE",538518473,2018,92/100,"Unité Economique et Sociale (UES)","UES HARMONIE MUTUELLE","GIE S.I.H.M. (491651154), UNION HARMONIE MUTUELLES (479834012), SA KALIVIA (509626552), SYNERGIE MUTUELLES (815221262)",Ile-de-France,Paris
"O2 Kid Marcq",537975427,2018,73/100,"Unité Economique et Sociale (UES)",O2,"O2 Kid Paris 19 (802544668), O2 Kid Roubaix (511282139), O2 Kid Val-de-Marne (511813057), O2 La Rochelle (491271029), O2 La Valette-du-Var (828541268), O2 Lambersart (828536011), O2 Le Havre (498159581), O2 Le Havre Ouest (824681894), O2 Le Mans (479381261), O2 Le Mans Nord (789532744), O2 Le Relecq (511978280), O2 Lille Centre (504533951), O2 Lille Est (429143910), O2 Lille Ouest (491451290), O2 Limoges (499551620), O2 Lorient (492263066), O2 Lorient Littoral (513604983), O2 Lyon Est (499382687), O2 Lyon Monts d'Or (492884044), O2 Lyon Presqu'île (498178532), O2 Lyon Rive Gauche (495302937), O2 Maisons-Alfort (500644554), O2 Manosque (819801374), O2 Mantes (511297533)","Pays de la Loire",Sarthe
"CERP RHIN RHONE MEDITERRANEE",535420533,2018,83/100,Entreprise,"","",Bourgogne-Franche-Comté,"Territoire de Belfort"
"SEGULA ENGINEERING FRANCE",535406458,2018,79/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"caisse d'allocations familiales du nord",534175179,2018,94/100,Entreprise,"","",Hauts-de-France,Nord
"TEREOS FRANCE",533247979,2018,76/100,"Unité Economique et Sociale (UES)","UES TEREOS SUCRE FRANCE","TEREOS FRANCE SERVICES (410379150), FRANCE FONDANTS (383630969)",Hauts-de-France,Aisne
MCRA,532822475,2018,83/100,"Unité Economique et Sociale (UES)",MCRA,"CENTRAPEL (434130860), CERTICALL (538329913), EQUALINE (538330358), QUALIPEL (533513958)",Ile-de-France,Paris
"ICO PAUL PAPIN",532254307,2018,78/100,Entreprise,"","","Pays de la Loire",Maine-et-Loire
"DECATHLON SAS LOGISTIQUE",530675222,2018,89/100,Entreprise,"","",Hauts-de-France,Nord
"FONDATION DES AMIS DE L'ATELIER",530342740,2018,98/100,Entreprise,"","",Ile-de-France,Paris
AGAPEI,529784225,2018,59/65,Entreprise,"","",Occitanie,Haute-Garonne
"CHAUSSON MATERIAUX",528648892,2018,84/100,"Unité Economique et Sociale (UES)","CHAUSSON MATERIAUX","BETOTRANS (829773761)",Occitanie,Haute-Garonne
"LPCR GROUPE",528570229,2018,75/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
SAVERGLASS,525721189,2018,55/100,Entreprise,"","",Hauts-de-France,Oise
"COOP ATLANTIQUE",525580130,2018,79/85,Entreprise,"","",Nouvelle-Aquitaine,Charente-Maritime
FIDAL,525031522,2018,74/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Elior concessions gares",524959236,2018,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"THOM EUROPE",523840395,2018,83/100,"Unité Economique et Sociale (UES)","UES THOM EUROPE","THOM (379587900)",Ile-de-France,Paris
"KIKO SASU",521795237,2018,78/100,Entreprise,"","",Ile-de-France,Paris
"FONDATION DIACONESSES DE REUILLY",521504969,2018,98/100,"Unité Economique et Sociale (UES)","UES FONDATION DIACONESSES DE REUILLY","EHPAD LES MURIERS (522603984)",Ile-de-France,Yvelines
"TRANSDEV GROUP",521477851,2018,96/100,"Unité Economique et Sociale (UES)",TRANSDEV,"TRANSDEV SA (542104377), TRANSAMO SA (399663905), TRANSDEV BUSINESS INFORMATION SOLUTIONS (419566450), EAP (492728712), TRANSDEV AEROPORT SERVICES (389888470)",Ile-de-France,Hauts-de-Seine
"Crédit Agricole Technologies et Services",521320408,2018,100/100,Entreprise,"","",Ile-de-France,Paris
"EPIC TISSEO",520807876,2018,90/100,Entreprise,"","",Occitanie,Haute-Garonne
"CARTES ET SERVICES",520626136,2018,5/50,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"ATALIAN PROPRETE SUD OUEST",520451907,2018,79/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"ATALIAN PROPRETE EST",520283110,2018,84/100,Entreprise,"","","Grand Est",Meurthe-et-Moselle
"ATALIAN PROPRETE OUEST",520256306,2018,94/100,Entreprise,"","","Pays de la Loire",Sarthe
"ATALIAN PROPRETE NORD NORMANDIE",520239716,2018,80/100,Entreprise,"","",Hauts-de-France,Somme
AZURIAL,519881791,2018,69/85,"Unité Economique et Sociale (UES)",AZURIAL,"AZURIAL INDUSTRIE (342493665), AZURAIT ESPACES VERTS (829050129)",Ile-de-France,Seine-et-Marne
SOCULTUR,519780795,2018,79/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
Universcience,519587851,2018,100/100,Entreprise,"","",Ile-de-France,Paris
"ArianeGroup SAS",519032247,2018,89/100,Entreprise,"","",Ile-de-France,Paris
"APAVE SUDEUROPE SAS",518720925,2018,79/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"EUROP-NET II",518515564,2018,79/85,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"AAF LA PROVIDENCE II",518515416,2018,74/100,Entreprise,"","",Bretagne,Ille-et-Vilaine
"CPAM Rhône",517465928,2018,79/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
SAS,514080837,2018,89/100,Entreprise,"","",Ile-de-France,Essonne
"O2 Rennes-Brocéliande",511267742,2018,73/100,"Unité Economique et Sociale (UES)",O2,"O2 Rennes Nord (824901219), O2 Rennes Sud (825097587), O2 Romans (823125513), O2 Roubaix (482980216), O2 Rouen (483621165), O2 Rouen Est (511265142), O2 Rouen Nord (824682934), O2 Rouen Ouest (498916949), O2 Rouen Sud (824679526), O2 Saint-Etienne (498283811), O2 Saint-Germain-en-Laye (519565865), O2 Saint-Nazaire (798688859), O2 Sannois (495287088), O2 Seclin (828533620), O2 Seniors et Handicap Paris 17 (813177458), O2 St Quentin (493666119), O2 Strasbourg Centre (498052349), O2 Strasbourg Nord-Ouest (512455684), O2 Toulon (511417040), O2 Toulouse (491387197), O2 Toulouse Nord (498930759), O2 Toulouse Ouest (812299527), O2 Toulouse Sud (511500845), O2 Tourcoing (789548476)","Pays de la Loire",Sarthe
"UES LAITA",511071359,2018,79/100,"Unité Economique et Sociale (UES)","UES LAITA","SAS EVEN LAIT INDUSTRIE (511070427), SAS EVEN SANTE INDUSTRIE (403817190), SAS STGE (342283750), SCICA OUEST ELEVAGE (301859351), SAS UCLAB INDUSTRIE (511071136), SAS LAITA (380656439), GIE LAITA (513343566), SAS YFFINIAC INDUSTRIE (511072704), SAS LAITERIE NOUVELLE DE L'ARGUENON (025550120), SAS LAITERIE DU VAL D'ANCENIS (347570350), SAS EPI INGREDIENTS (408228559), SAS ARMORICAINE INDUSTRIE (803384726)",Bretagne,Finistère
PROTELCO,509760948,2018,80/100,Entreprise,"","",Ile-de-France,Paris
MHCS,509553459,2018,81/100,Entreprise,"","","Grand Est",Marne
"SA HAPPYCHIC",509508628,2018,84/100,"Unité Economique et Sociale (UES)",HAPPYCHIC,"SAS HAPPYCHIC SERVICE (518862164), SAS HAPPYCHIC LOGISTIQUE (518862750), SAS HAPPYCHIC PRODUCTION INTERNATIONNAL (795013200), SAS JULES (305154262), SAS BRICE (312560584), SAS BZB (482435898), SAS HAPPYCHIC STORE (808809073), SAS LA GENTLE FACTORY (804947109)",Hauts-de-France,Nord
APAMAD,509168480,2018,79/100,Entreprise,"","","Grand Est",Haut-Rhin
"A2micile Europe",508974128,2018,78/100,"Unité Economique et Sociale (UES)","UES A2micile","A2micile Services (753397793), A2micile Gestion (820614014), A2micile Aisne (507465441), A2micile Béziers (502244817), A2micile Chambéry-Aix (511452310), A2micile Marseille 2 (811242668), Axdom Services (502843113), Emaemil (488662909), LE PSAD (528075369), Domaliance Tarbes (798358701), A2micile Région Nord (500088133), Camaju (523223386), A2micile Région Sud (527561047), A2micile Côte Basque (720215444), A&D Services (750474074), A2micile La Rochelle (518172325), A2micile Région Ile de France (501274351), A2micle Région Centre (791481344), CAP Services aux Particuliers (752273037)","Grand Est",Bas-Rhin
"MONDELEZ EUROPE SERVICES GMBH Succursale française",508852258,2018,93/100,"Unité Economique et Sociale (UES)","Mondelez International","MONDELEZ FRANCE R&D SAS (538379447), MONDELEZ France SAS (808234801), MONDELEZ FRANCE BISCUITS PRODUCTION SAS (433085149), MONDELEZ EUROPE PROCUREMENT GMBH (508873650)",Ile-de-France,Hauts-de-Seine
"SOCOPA Viandes",508513785,2018,89/100,Entreprise,"","",Bretagne,Finistère
"CENTER PARCS RESORTS FRANCE",508321213,2018,93/100,"Unité Economique et Sociale (UES)","UES TOURISME EXPLOITATION","SNC DOMAINE DU LAC DE L AILETTE (450540695)",Ile-de-France,Paris
"PV RESIDDENCES & RESORTS FRANCE",508321155,2018,79/85,Entreprise,"","",Ile-de-France,Paris
