destinataire;projet;horodatage;date_debut;date_fin;nb_lignes
DGT;DTS;2026-08-17T08:07:22;2026-01-01;2026-12-31;200
SIREN;Effectif_RCD;Effectif_H_rem_annuelle_globale;Effectif_F_rem_annuelle_globale;Effectif_H_taux_horaire_global;Effectif_F_taux_horaire_global;Effectif_H_rem_annuelle_variable;Effectif_F_rem_annuelle_variable;Rem_globale_annuelle_moyenne_ecart;Rem_globale_annuelle_moyenne_F;Rem_globale_annuelle_moyenne_H;Taux_horaire_global_moyen_ecart;Taux_horaire_global_moyen_F;Taux_horaire_global_moyen_H;Rem_variable_annuelle_moyenne_ecart;Rem_variable_annuelle_moyenne_F;Rem_variable_annuelle_moyenne_H;Taux_horaire_variable_moyen_ecart;Taux_horaire_variable_moyen_F;Taux_horaire_variable_moyen_H;Rem_globale_annuelle_mediane_ecart;Rem_globale_annuelle_mediane_F;Rem_globale_annuelle_mediane_H;Taux_horaire_global_median_ecart;Taux_globale_annuelle_mediane_F;Taux_globale_annuelle_mediane_H;Rem_variable_annuelle_mediane_ecart;Rem_variable_annuelle_mediane_F;Rem_variable_annuelle_mediane_H;Taux_horaire_variable_median_ecart;Taux_horaire_variable_median_F ;Taux_horaire_variable_median_H;Proportion_variable_F;Proportion_variable_H;Seuil_Q1_Rem_globale;Seuil_Q2_Rem_globale;Seuil_Q3_Rem_globale;Quartile1_Rem_globale_annuelle_nb_F;Quartile2_Rem_globale_annuelle_nb_F;Quartile3_Rem_globale_annuelle_nb_F;Quartile4_Rem_globale_annuelle_nb_F;Quartile1_Rem_globale_annuelle_nb_H;Quartile2_Rem_globale_annuelle_nb_H;Quartile3_Rem_globale_annuelle_nb_H;Quartile4_Rem_globale_annuelle_nb_H;Quartile1_Rem_globale_annuelle_proportion_F;Quartile2_Rem_globale_annuelle_proportion_F;Quartile3_Rem_globale_annuelle_proportion_F;Quartile4_Rem_globale_annuelle_proportion_F;Quartile1_Rem_globale_annuelle_proportion_H;Quartile2_Rem_globale_annuelle_proportion_H;Quartile3_Rem_globale_annuelle_proportion_H;Quartile4_Rem_globale_annuelle_proportion_H;Seuil_Q1_Taux_horaire_global;Seuil_Q2_Taux_horaire_global;Seuil_Q3_Taux_horaire_global;Quartile1_Taux_horaire_global_nb_F;Quartile2_Taux_horaire_global_nb_F;Quartile3_Taux_horaire_global_nb_F;Quartile4_Taux_horaire_global_nb_F;Quartile1_Taux_horaire_global_nb_H;Quartile2_Taux_horaire_global_nb_H;Quartile3_Taux_horaire_global_nb_H;Quartile4_Taux_horaire_global_nb_H;Quartile1_Taux_horaire_global_proportion_F;Quartile2_Taux_horaire_global_proportion_F;Quartile3_Taux_horaire_global_proportion_F;Quartile4_Taux_horaire_global_proportion_F;Quartile1_Taux_horaire_global_proportion_H;Quartile2_Taux_horaire_global_proportion_H;Quartile3_Taux_horaire_global_proportion_H;Quartile4_Taux_horaire_global_proportion_H;indice;indice_nature_exo;indice_unite;indice_ratio_suspensions;indice_ratio_arrets;indice_arrets_0;indice_quotite250;indice_quotite0;indice_rem_extremes;indice_taux_extremes
421363979;1500,00;1095;405;1055;370;914;329;0,0980;73286,72;81249,85;0,0390;42,64;44,37;0,0973;8652,68;9585,79;0,0382;5,03;5,23;0,0803;73765,24;80201,97;0,0199;42,92;43,79;0,1777;8154,61;9916,47;0,1220;4,75;5,41;0,8123;0,8347;47576,47;61211,95;87405,69;113;116;63;113;263;260;309;263;0,3005;0,3085;0,1694;0,3005;0,6995;0,6915;0,8306;0,6995;26,40;33,97;48,50;99;116;50;105;258;243;301;253;0,2773;0,3231;0,1425;0,2933;0,7227;0,6769;0,8575;0,7067;0,8512;0,4016;0,2678;0,2651;0,1531;0,0146;0,2435;0,1899;0,4027;0,0149
402559595;1500,00;1013;487;946;431;594;216;0,1359;48423,40;56040,33;0,1053;27,54;30,78;0,3404;2701,52;4095,60;0,3156;1,54;2,25;0,1388;47330,99;54959,71;0,1083;26,92;30,19;0,3709;2824,36;4489,48;0,3482;1,61;2,47;0,4435;0,5864;34878,33;49628,61;55973,24;113;155;146;73;261;222;231;299;0,3021;0,4111;0,3873;0,1962;0,6979;0,5889;0,6127;0,8038;19,36;27,55;31,08;103;137;122;69;241;206;222;277;0,2994;0,3994;0,3547;0,1994;0,7006;0,6006;0,6453;0,8006;0,5445;0,0060;0,2932;0,0386;0,0759;0,0059;0,2532;0,0783;0,6001;0,0358
311315329;1500,00;983;517;957;501;632;308;0,0730;73308,89;79081,20;0,0619;40,47;43,14;0,1459;11068,16;12958,62;0,1358;6,11;7,07;0,0582;67904,45;72097,62;0,0468;37,49;39,33;0,2236;10202,90;13141,68;0,2148;5,63;7,17;0,5957;0,6429;44437,48;69780,73;81131,07;123;159;119;116;252;217;256;258;0,3280;0,4229;0,3173;0,3102;0,6720;0,5771;0,6827;0,6898;24,34;38,22;44,44;111;162;124;104;253;204;240;260;0,3049;0,4426;0,3407;0,2857;0,6951;0,5574;0,6593;0,7143;0,9442;0,2156;0,0558;0,0270;0,1575;0,0119;0,0655;0,0957;0,9277;0,0050
307166934;1500,00;978;522;973;496;933;429;0,1155;61398,00;69417,39;0,0864;35,09;38,41;0,3627;3385,57;5312,12;0,3401;1,94;2,94;0,1074;65182,72;73024,70;0,0780;37,25;40,40;0,2897;3557,68;5008,65;0,2671;2,03;2,77;0,8218;0,9540;43262,67;60260,89;70417,33;197;128;132;65;184;247;243;304;0,5171;0,3413;0,3520;0,1762;0,4829;0,6587;0,6480;0,8238;24,20;33,70;39,39;182;131;130;53;188;237;238;310;0,4919;0,3560;0,3533;0,1460;0,5081;0,6440;0,6467;0,8540;0,9241;0,3761;0,2701;0,2567;0,1576;0,0393;0,0937;0,1241;0,4743;0,0386
382597821;1500,00;1016;484;891;438;728;298;0,0392;68014,40;70786,98;0,0231;38,06;38,96;0,1934;8927,80;11068,29;0,1790;5,00;6,09;0,0204;72159,65;73665,27;0,0039;40,38;40,54;0,2722;9119,46;12529,97;0,2609;5,10;6,90;0,6157;0,7165;40929,35;58603,26;64180,06;140;107;118;119;239;265;257;255;0,3694;0,2876;0,3147;0,3182;0,6306;0,7124;0,6853;0,6818;22,65;32,43;35,52;124;100;98;116;211;230;232;218;0,3701;0,3030;0,2970;0,3473;0,6299;0,6970;0,7030;0,6527;0,7212;0,2365;0,2310;0,0892;0,0134;0,0130;0,0827;0,1123;0,2594;0,0344
445330103;1500,00;834;666;718;643;543;361;0,1824;52501,19;64217,30;0,1308;30,29;34,85;0,2061;1659,05;2089,80;0,1504;0,96;1,13;0,1979;50791,80;63322,90;0,1472;29,31;34,37;0,3277;1503,08;2235,87;0,2810;0,87;1,21;0,5420;0,6511;35998,51;56744,39;64778,22;225;165;151;125;160;210;221;243;0,5844;0,4400;0,4059;0,3397;0,4156;0,5600;0,5941;0,6603;20,10;31,69;36,17;222;157;138;126;134;183;196;205;0,6236;0,4618;0,4132;0,3807;0,3764;0,5382;0,5868;0,6193;0,7246;0,2934;0,0231;0,0363;0,1387;0,0084;0,0587;0,0184;0,7017;0,0098
489972166;1500,00;1033;467;908;402;880;393;0,0865;82030,49;89796,21;0,0220;47,63;48,70;0,2400;4662,14;6134,78;0,1862;2,71;3,33;0,0807;86323,30;93905,20;0,0157;50,13;50,93;0,2423;5064,60;6684,25;0,1901;2,94;3,63;0,8415;0,8519;46231,19;67789,89;93387,23;159;101;115;92;219;273;259;282;0,4206;0,2701;0,3075;0,2460;0,5794;0,7299;0,6925;0,7540;25,59;37,53;51,70;139;85;97;81;194;241;230;243;0,4174;0,2607;0,2966;0,2500;0,5826;0,7393;0,7034;0,7500;0,8644;0,2058;0,0868;0,2433;0,0394;0,0100;0,1528;0,0740;0,6471;0,0161
433744539;1500,00;878;622;797;541;435;293;0,1339;40463,19;46717,80;0,1252;22,50;25,72;0,2250;2001,05;2582,00;0,2183;1,11;1,42;0,1259;43209,53;49435,52;0,1172;24,03;27,22;0,0015;2225,22;2228,56;-0,0081;1,24;1,23;0,4711;0,4954;30485,72;37722,95;49161,89;203;185;139;95;182;196;232;268;0,5273;0,4856;0,3747;0,2617;0,4727;0,5144;0,6253;0,7383;16,85;20,85;27,18;178;168;117;78;165;172;214;246;0,5190;0,4941;0,3535;0,2407;0,4810;0,5059;0,6465;0,7593;0,7565;0,2090;0,2451;0,0101;0,0473;0,0191;0,2986;0,0149;0,9036;0,0032
629857301;1500,00;1095;405;951;392;782;311;0,1030;63051,24;70294,22;0,0468;36,46;38,25;0,1201;11968,39;13601,78;0,0649;6,92;7,40;0,1038;60272,44;67250,19;0,0476;34,85;36,59;-0,0210;13152,20;12881,29;-0,0856;7,61;7,01;0,7679;0,7142;43737,09;60305,53;68675,42;104;80;128;93;271;292;251;281;0,2773;0,2151;0,3377;0,2487;0,7227;0,7849;0,6623;0,7513;24,22;33,39;38,03;95;77;121;99;240;254;220;237;0,2836;0,2326;0,3548;0,2946;0,7164;0,7674;0,6452;0,7054;0,6163;0,4982;0,1593;0,1609;0,1641;0,0004;0,0205;0,1733;0,4812;0,0351
811934363;1500,00;1108;392;993;359;810;265;0,1098;68301,55;76723,12;0,0762;39,03;42,25;0,3948;3671,74;6067,48;0,3713;2,10;3,34;0,1108;63748,78;71688,50;0,0773;36,43;39,48;0,4564;3740,70;6881,10;0,4354;2,14;3,79;0,6760;0,7310;42914,35;61427,40;81675,70;132;110;92;58;244;265;283;316;0,3511;0,2933;0,2453;0,1551;0,6489;0,7067;0,7547;0,8449;23,86;34,16;45,42;116;114;81;48;224;226;256;287;0,3412;0,3353;0,2404;0,1433;0,6588;0,6647;0,7596;0,8567;0,5606;0,0548;0,2139;0,1839;0,1619;0,0139;0,2190;0,0968;0,4093;0,0356
722024742;1500,00;1022;478;969;417;675;307;0,0480;64792,38;68056,81;-0,0064;37,93;37,69;0,1267;9906,53;11343,65;0,0764;5,80;6,28;0,0529;69861,67;73767,13;-0,0010;40,89;40,85;0,1716;10695,76;12912,05;0,1245;6,26;7,15;0,6423;0,6605;45071,78;60076,50;65570,43;133;102;150;93;244;270;230;278;0,3528;0,2742;0,3947;0,2507;0,6472;0,7258;0,6053;0,7493;25,37;33,82;36,91;110;86;141;80;237;259;209;264;0,3170;0,2493;0,4029;0,2326;0,6830;0,7507;0,5971;0,7674;0,7378;0,0732;0,0699;0,0513;0,0461;0,0298;0,1623;0,0542;0,1363;0,0376
784547507;1500,00;1102;398;1002;353;994;341;0,1950;52094,73;64712,96;0,1856;28,82;35,39;0,3477;5103,62;7824,35;0,3411;2,82;4,28;0,1821;53346,32;65225,05;0,1727;29,51;35,67;0,2637;5039,93;6845,38;0,2540;2,79;3,74;0,8568;0,9020;40136,84;45318,11;66605,23;162;77;89;70;217;297;285;303;0,4274;0,2059;0,2380;0,1877;0,5726;0,7941;0,7620;0,8123;22,01;24,85;36,53;146;70;76;61;192;269;263;278;0,4320;0,2065;0,2242;0,1799;0,5680;0,7935;0,7758;0,8201;0,8490;0,0938;0,1197;0,0017;0,1311;0,0063;0,1786;0,0353;0,9147;0,0470
377714654;1500,00;1098;402;1077;380;796;238;0,1004;59734,52;66399,26;0,0788;33,65;36,53;0,2087;5724,12;7233,59;0,1910;3,22;3,98;0,1004;59287,70;65902,34;0,0789;33,40;36,26;-0,0263;6530,83;6363,44;-0,0514;3,68;3,50;0,5920;0,7250;44068,02;48575,62;60492,52;91;100;111;100;283;275;265;275;0,2433;0,2667;0,2952;0,2667;0,7567;0,7333;0,7048;0,7333;24,39;26,89;33,49;84;95;108;93;279;269;258;271;0,2314;0,2610;0,2951;0,2555;0,7686;0,7390;0,7049;0,7445;0,9858;0,3177;0,0719;0,0023;0,1291;0,0359;0,1582;0,0802;0,1151;0,0412
562110346;1500,00;964;536;856;528;524;295;0,1914;37349,57;46191,56;0,1593;21,21;25,23;0,3798;1800,83;2903,52;0,3585;1,02;1,59;0,1808;38661,40;47192,26;0,1482;21,96;25,78;0,4442;1831,05;3294,66;0,4222;1,04;1,80;0,5504;0,5436;25029,35;37366,18;47706,86;147;164;124;101;230;216;250;268;0,3899;0,4316;0,3316;0,2737;0,6101;0,5684;0,6684;0,7263;13,87;20,71;26,45;144;165;114;105;205;189;228;234;0,4126;0,4661;0,3333;0,3097;0,5874;0,5339;0,6667;0,6903;0,5245;0,2255;0,0785;0,0222;0,0749;0,0142;0,1618;0,0834;0,6269;0,0009
804544674;1500,00;1079;421;943;384;703;218;0,0479;65993,02;69312,86;0,0439;36,37;38,04;0,1957;10920,87;13578,87;0,1919;6,02;7,45;0,0655;65314,04;69889,76;0,0615;36,00;38,36;0,2589;11324,39;15280,15;0,2563;6,24;8,39;0,5178;0,6515;46254,40;54506,06;76074,61;115;102;106;98;260;273;269;277;0,3067;0,2720;0,2827;0,2613;0,6933;0,7280;0,7173;0,7387;25,42;29,95;41,81;109;89;94;92;222;243;238;240;0,3293;0,2681;0,2831;0,2771;0,6707;0,7319;0,7169;0,7229;0,7988;0,2823;0,0228;0,1162;0,1441;0,0145;0,0807;0,1514;0,5848;0,0025
444567127;1500,00;996;504;939;445;606;311;0,1999;41702,71;52119,90;0,1929;22,97;28,46;0,2529;5601,76;7498,16;0,2445;3,09;4,09;0,1868;38416,88;47243,48;0,1798;21,16;25,80;0,3285;5644,13;8404,84;0,3224;3,11;4,59;0,6171;0,6084;30401,15;39009,17;52255,71;142;155;141;66;234;222;235;305;0,3777;0,4111;0,3750;0,1779;0,6223;0,5889;0,6250;0,8221;16,65;21,36;28,62;117;139;123;66;230;207;223;279;0,3372;0,4017;0,3555;0,1913;0,6628;0,5983;0,6445;0,8087;0,6746;0,1686;0,2043;0,0167;0,1166;0,0014;0,2992;0,1828;0,4805;0,0425
315334011;1500,00;1181;319;1080;287;1038;229;0,1446;75237,59;87951,66;0,1036;43,16;48,15;0,1033;10247,31;11428,26;0,0607;5,88;6,26;0,1406;72604,44;84480,42;0,0995;41,65;46,25;0,2711;8723,40;11968,11;0,2366;5,00;6,55;0,7179;0,8789;58948,63;73202,88;90840,50;95;100;46;78;279;274;331;297;0,2540;0,2674;0,1220;0,2080;0,7460;0,7326;0,8780;0,7920;32,58;40,46;50,21;84;97;33;73;257;242;312;269;0,2463;0,2861;0,0957;0,2135;0,7537;0,7139;0,9043;0,7865;0,6688;0,0177;0,2134;0,1974;0,1214;0,0247;0,1270;0,0356;0,3491;0,0402
309304616;7500,00;3775;3725;3664;3487;3366;2733;0,2119;50017,23;63465,52;0,1683;28,90;34,75;0,3715;10783,74;17157,26;0,3372;6,23;9,40;0,2221;46306,29;59531,13;0,1791;26,76;32,60;0,3845;10051,54;16329,80;0,3501;5,81;8,94;0,7337;0,8917;39016,60;53257,99;60246,89;921;1038;823;943;953;847;1041;934;0,4915;0,5507;0,4415;0,5024;0,5085;0,4493;0,5585;0,4976;21,92;29,93;33,85;878;941;826;842;910;851;959;944;0,4911;0,5251;0,4627;0,4714;0,5089;0,4749;0,5373;0,5286;0,6562;0,1564;0,1997;0,0989;0,1518;0,0380;0,0800;0,1703;0,5973;0,0300
480080969;7500,00;4416;3084;3795;2913;1223;682;0,0969;32161,54;35611,78;0,0872;18,00;19,72;0,1076;920,22;1031,12;0,0877;0,52;0,57;0,0963;29806,39;32981,31;0,0865;16,68;18,26;0,0824;926,20;1009,41;0,0714;0,52;0,56;0,2211;0,2769;19364,52;27286,26;33316,67;1026;870;816;372;892;1022;1067;1435;0,5349;0,4598;0,4334;0,2059;0,4651;0,5402;0,5666;0,7941;10,77;15,18;18,54;1031;801;722;359;722;895;953;1225;0,5881;0,4723;0,4310;0,2266;0,4119;0,5277;0,5690;0,7734;0,9630;0,4938;0,2468;0,2039;0,1180;0,0278;0,1013;0,1804;0,1558;0,0125
480470152;7500,00;4590;2910;4488;2788;4590;2726;0,2739;47000,65;64734,24;0,2519;26,37;35,25;0,2339;16471,93;21502,38;0,2109;9,24;11,71;0,2854;50139,41;70164,29;0,2638;28,13;38,21;0,2677;14712,48;20090,63;0,2459;8,25;10,94;0,9368;1,0000;39169,19;52056,29;66297,48;927;669;593;721;952;1205;1279;1154;0,4933;0,3570;0,3168;0,3845;0,5067;0,6430;0,6832;0,6155;21,57;28,67;36,52;890;673;581;644;919;1147;1244;1178;0,4920;0,3698;0,3184;0,3535;0,5080;0,6302;0,6816;0,6465;0,6041;0,2288;0,0961;0,1822;0,0561;0,0065;0,0839;0,0114;0,7056;0,0370
414819409;7500,00;4258;3242;4080;3165;1368;945;0,0819;35145,37;38280,13;0,0801;19,06;20,72;0,1956;786,71;977,95;0,1887;0,43;0,53;0,0793;35132,91;38159,25;0,0774;19,06;20,66;0,2582;687,38;926,63;0,2600;0,37;0,50;0,2915;0,3213;26592,64;29081,09;35469,84;1076;823;953;390;848;1055;948;1407;0,5593;0,4382;0,5013;0,2170;0,4407;0,5618;0,4987;0,7830;14,41;15,76;19,22;1005;830;981;349;846;989;866;1379;0,5429;0,4563;0,5311;0,2020;0,4571;0,5437;0,4689;0,7980;0,7337;0,2399;0,2233;0,0015;0,1949;0,0447;0,0634;0,1350;0,6815;0,0453
572104891;7500,00;4411;3089;4408;2677;3074;1811;0,2761;79303,13;109547,73;0,2410;45,36;59,76;0,3406;8043,44;12198,68;0,3083;4,60;6,65;0,2624;74083,75;100439,67;0,2265;42,38;54,79;0,4452;6868,34;12379,30;0,4178;3,93;6,75;0,5863;0,6969;67312,14;78562,87;106545,89;906;804;775;604;942;1065;1100;1304;0,4903;0,4302;0,4133;0,3166;0,5097;0,5698;0,5867;0,6834;37,37;43,62;59,16;790;679;676;532;939;1090;1092;1287;0,4569;0,3838;0,3824;0,2925;0,5431;0,6162;0,6176;0,7075;0,9767;0,2756;0,1137;0,0449;0,0994;0,0338;0,0524;0,0612;0,2530;0,0092
432766947;7500,00;4077;3423;4069;3214;1802;1456;0,1141;29912,06;33764,73;0,1031;16,53;18,43;0,2090;377,76;477,57;0,1923;0,21;0,26;0,1091;30069,29;33750,09;0,0977;16,62;18,42;0,2058;424,49;534,51;0,2069;0,23;0,29;0,4254;0,4420;17285,99;28576,23;35692,73;1045;933;859;586;844;947;1016;1270;0,5532;0,4963;0,4581;0,3157;0,4468;0,5037;0,5419;0,6843;9,49;15,68;19,59;1009;852;829;524;827;972;994;1276;0,5496;0,4671;0,4547;0,2911;0,4504;0,5329;0,5453;0,7089;0,8255;0,3523;0,1712;0,1008;0,0517;0,0342;0,0913;0,1846;0,0469;0,0198
348991555;7500,00;4503;2997;3942;2694;3735;2273;0,1203;62111,40;70604,54;0,1025;34,85;38,83;0,4363;6441,42;11427,32;0,4252;3,61;6,28;0,1093;62754,06;70451,08;0,0914;35,21;38,75;0,2680;7357,37;10051,30;0,2532;4,13;5,53;0,7584;0,8294;45578,95;50035,04;71153,37;962;702;639;694;899;1177;1243;1184;0,5169;0,3736;0,3395;0,3695;0,4831;0,6264;0,6605;0,6305;25,27;27,74;39,45;888;606;561;639;773;1052;1097;1020;0,5346;0,3655;0,3384;0,3852;0,4654;0,6345;0,6616;0,6148;0,7222;0,0970;0,1775;0,0702;0,1702;0,0175;0,0216;0,1472;0,4835;0,0353
311799456;7500,00;4416;3084;4181;2981;998;632;0,0505;29445,28;31012,02;0,0041;16,81;16,88;0,2037;397,89;499,69;0,1481;0,23;0,27;0,0460;31320,24;32830,09;-0,0011;17,89;17,87;0,1887;367,62;453,11;0,1600;0,21;0,25;0,2049;0,2260;16689,44;23100,56;28513,67;1070;773;861;380;875;1102;1035;1404;0,5501;0,4123;0,4541;0,2130;0,4499;0,5877;0,5459;0,7870;9,26;12,82;15,83;1067;682;872;360;794;1095;946;1346;0,5733;0,3838;0,4796;0,2110;0,4267;0,6162;0,5204;0,7890;0,8381;0,3013;0,0762;0,0515;0,0704;0,0074;0,0487;0,1465;0,1489;0,0308
341174118;7500,00;4155;3345;3662;3265;3266;2654;0,2613;56815,97;76917,43;0,2298;32,81;42,60;0,2018;22006,72;27572,05;0,1676;12,71;15,27;0,2466;57878,26;76824,50;0,2143;33,43;42,55;0,0205;24458,38;24970,19;-0,0217;14,13;13,83;0,7934;0,7860;47209,00;62896,44;77558,82;1135;731;747;732;757;1138;1123;1137;0,5999;0,3911;0,3995;0,3917;0,4001;0,6089;0,6005;0,6083;26,66;35,52;43,80;1095;701;725;744;668;1018;997;979;0,6211;0,4078;0,4210;0,4318;0,3789;0,5922;0,5790;0,5682;0,8858;0,3205;0,1985;0,2815;0,0677;0,0009;0,0279;0,0960;0,0223;0,0375
399315613;7500,00;4623;2877;4226;2619;1436;943;0,0914;28020,40;30839,15;0,0336;16,39;16,96;0,1470;898,42;1053,23;0,0862;0,53;0,58;0,0779;28175,16;30556,83;0,0196;16,48;16,81;0,0475;896,07;940,79;0,0000;0,52;0,52;0,3278;0,3106;16194,35;26119,83;28458,15;885;768;734;490;1010;1113;1143;1357;0,4670;0,4083;0,3910;0,2653;0,5330;0,5917;0,6090;0,7347;9,12;14,70;16,02;779;712;666;462;938;1002;1046;1240;0,4537;0,4154;0,3890;0,2714;0,5463;0,5846;0,6110;0,7286;0,8161;0,2648;0,2291;0,1648;0,1932;0,0406;0,2914;0,1407;0,8144;0,0251
410034607;7500,00;4001;3499;3963;3208;3369;2858;0,1294;99324,70;114088,98;0,0974;55,96;62,00;0,2903;16089,68;22672,42;0,2638;9,07;12,32;0,1228;104043,16;118603,83;0,0905;58,62;64,45;0,2858;13998,07;19598,72;0,2592;7,89;10,65;0,8168;0,8420;65728,00;98049,28;107100,76;857;979;697;966;1017;902;1167;915;0,4573;0,5205;0,3739;0,5136;0,5427;0,4795;0,6261;0,4864;36,30;54,14;59,14;767;926;605;910;1026;865;1191;881;0,4278;0,5170;0,3369;0,5081;0,5722;0,4830;0,6631;0,4919;0,6981;0,3490;0,0395;0,2640;0,0912;0,0207;0,2319;0,0688;0,8929;0,0497
622028777;7500,00;3753;3747;3435;3656;1267;1203;0,0546;30881,54;32663,78;-0,0033;18,03;17,97;0,2152;641,49;817,42;0,1778;0,37;0,45;0,0665;30260,89;32415,66;0,0090;17,67;17,83;0,3413;578,35;877,98;0,2917;0,34;0,48;0,3211;0,3376;21798,09;26632,28;32407,64;1181;881;1031;654;695;994;845;1219;0,6295;0,4699;0,5496;0,3492;0,3705;0,5301;0,4504;0,6508;12,36;15,10;18,37;1138;847;1020;651;643;924;756;1112;0,6390;0,4783;0,5743;0,3693;0,3610;0,5217;0,4257;0,6307;0,7999;0,3535;0,1610;0,0435;0,1743;0,0287;0,0516;0,0417;0,8797;0,0245
903869618;7500,00;4353;3147;3784;2682;4278;2466;0,2249;66603,15;85928,80;0,2008;37,90;47,42;0,4579;7535,97;13900,33;0,4407;4,29;7,67;0,2248;64644,04;83385,92;0,2008;36,78;46,02;0,5247;7519,90;15821,15;0,5097;4,28;8,73;0,7836;0,9828;46883,08;66775,15;77911,76;935;712;704;796;918;1174;1183;1078;0,5046;0,3775;0,3731;0,4248;0,4954;0,6225;0,6269;0,5752;26,20;37,32;43,54;852;600;582;648;741;1025;1046;972;0,5348;0,3692;0,3575;0,4000;0,4652;0,6308;0,6425;0,6000;0,9859;0,0980;0,0784;0,0146;0,0710;0,0215;0,0624;0,1949;0,7323;0,0097
408024719;7500,00;4696;2804;4227;2489;1926;876;0,0691;32227,67;34619,63;0,0636;17,53;18,72;0,1531;565,62;667,87;0,1389;0,31;0,36;0,0725;33314,04;35919,23;0,0669;18,12;19,42;0,1950;559,18;694,63;0,2105;0,30;0,38;0,3124;0,4101;19426,64;26236,05;37631,19;904;726;753;421;968;1149;1121;1458;0,4829;0,3872;0,4018;0,2241;0,5171;0,6128;0,5982;0,7759;10,53;14,22;20,39;801;647;673;368;855;1029;999;1344;0,4837;0,3860;0,4025;0,2150;0,5163;0,6140;0,5975;0,7850;0,6282;0,3375;0,1106;0,2266;0,1532;0,0361;0,1180;0,0783;0,2954;0,0124
319632790;7500,00;4486;3014;4066;2843;3879;2170;0,1794;52600,95;64099,41;0,1334;30,48;35,17;0,3544;12554,13;19445,69;0,3187;7,27;10,67;0,1938;50769,64;62972,42;0,1485;29,42;34,55;0,4177;12290,92;21105,86;0,3851;7,12;11,58;0,7200;0,8647;40007,97;51932,57;62576,96;907;696;647;764;962;1182;1232;1110;0,4853;0,3706;0,3443;0,4077;0,5147;0,6294;0,6557;0,5923;22,44;29,13;35,10;848;679;613;703;884;1047;1111;1024;0,4896;0,3934;0,3556;0,4071;0,5104;0,6066;0,6444;0,5929;0,5617;0,4425;0,2321;0,1117;0,1119;0,0276;0,1599;0,1285;0,0114;0,0251
775709702;7500,00;4160;3340;3579;2907;1635;1333;0,1131;31437,34;35447,90;0,0667;18,33;19,64;0,1223;777,68;886,07;0,0816;0,45;0,49;0,1076;29723,25;33305,60;0,0607;17,33;18,45;-0,0259;830,62;809,64;-0,0667;0,48;0,45;0,3991;0,3930;20520,12;28281,22;37444,89;1039;977;865;459;881;929;1016;1334;0,5411;0,5126;0,4599;0,2560;0,4589;0,4874;0,5401;0,7440;11,63;16,03;21,22;953;839;764;351;719;807;866;1187;0,5700;0,5097;0,4687;0,2282;0,4300;0,4903;0,5313;0,7718;0,7579;0,3836;0,0762;0,0488;0,1983;0,0292;0,0107;0,1038;0,7918;0,0091
421106709;7500,00;4757;2743;4227;2492;3101;1614;0,2295;57226,75;74268,85;0,1747;33,49;40,58;0,4126;6861,61;11682,19;0,3699;4,02;6,38;0,2148;59692,03;76025,56;0,1589;34,94;41,54;0,5161;6358,08;13139,68;0,4819;3,72;7,18;0,5884;0,6519;37679,87;65250,39;79964,09;985;609;539;610;935;1254;1314;1254;0,5130;0,3269;0,2909;0,3273;0,4870;0,6731;0,7091;0,6727;21,11;36,55;44,79;863;583;488;558;846;1092;1175;1114;0,5050;0,3481;0,2934;0,3337;0,4950;0,6519;0,7066;0,6663;0,5814;0,3237;0,0916;0,1741;0,1260;0,0324;0,1606;0,1812;0,1334;0,0341
790858294;7500,00;4232;3268;3607;3071;1076;768;0,0582;34208,00;36322,93;0,0562;18,98;20,11;0,2796;460,76;639,62;0,2571;0,26;0,35;0,0561;33016,64;34979,43;0,0542;18,32;19,37;0,1613;529,71;631,60;0,1714;0,29;0,35;0,2350;0,2543;25039,62;26562,08;38708,85;1053;976;882;357;832;906;995;1499;0,5586;0,5186;0,4699;0,1923;0,4414;0,4814;0,5301;0,8077;13,88;14,72;21,46;1022;890;811;348;675;794;863;1275;0,6022;0,5285;0,4845;0,2144;0,3978;0,4715;0,5155;0,7856;0,7990;0,3504;0,1637;0,1831;0,0942;0,0219;0,1985;0,0133;0,0705;0,0029
389652553;7500,00;4227;3273;3630;3187;3986;2670;0,2572;73130,09;98457,88;0,2036;43,45;54,56;0,2358;10368,54;13567,75;0,1809;6,16;7,52;0,2529;68283,14;91394,58;0,1989;40,57;50,64;0,0815;11672,63;12708,35;0,0156;6,93;7,04;0,8158;0,9430;53893,08;79827,12;97754,23;921;823;697;832;959;1052;1172;1044;0,4899;0,4389;0,3729;0,4435;0,5101;0,5611;0,6271;0,5565;30,83;45,67;55,93;944;780;652;811;786;921;1027;896;0,5457;0,4586;0,3883;0,4751;0,4543;0,5414;0,6117;0,5249;0,7013;0,2886;0,2703;0,0022;0,1377;0,0268;0,0967;0,1253;0,2329;0,0389
